P1,P2,P3,P4
-9.685,-4.1339999999999995,5.098,9.921
-9.252,-4.016,4.941,9.802999999999999
-9.39,-4.1339999999999995,5.098,9.921
-9.252,-4.291,4.941,9.783
-9.39,-4.1339999999999995,5.098,9.921
-9.252,-4.016,4.941,9.783
-9.39,-4.1339999999999995,5.098,9.921
-9.252,-4.016,4.941,9.802999999999999
-9.39,-4.1339999999999995,5.098,9.921
-9.252,-3.9960000000000004,4.941,9.783
-9.39,-4.1339999999999995,5.098,9.921
-9.547,-3.9960000000000004,4.961,9.783
-9.39,-3.858,5.098,9.921
-9.252,-3.9960000000000004,5.236000000000001,10.059
-9.39,-3.858,5.098,9.921
-9.252,-3.9960000000000004,5.236000000000001,9.802999999999999
-9.39,-3.858,5.098,9.921
-9.252,-3.9960000000000004,4.961,10.059
-9.39,-3.858,5.098,9.921
-9.252,-3.9960000000000004,5.236000000000001,9.783
-9.39,-3.858,5.098,9.921
-9.252,-3.9960000000000004,5.236000000000001,10.059
-9.39,-4.1339999999999995,5.098,9.921
-9.252,-3.9960000000000004,5.236000000000001,9.802999999999999
-9.113999999999999,-3.858,5.098,9.921
-9.252,-3.9960000000000004,5.236000000000001,9.783
-9.113999999999999,-3.858,5.098,10.197000000000001
-9.252,-3.9960000000000004,5.236000000000001,10.059
-9.113999999999999,-3.858,5.098,9.921
-9.252,-3.9960000000000004,4.941,9.802999999999999
-9.39,-3.858,5.098,9.941
-9.252,-3.9960000000000004,4.941,9.802999999999999
-9.39,-4.1339999999999995,5.098,9.941
-9.252,-3.9960000000000004,5.236000000000001,9.802999999999999
-9.113999999999999,-4.1339999999999995,5.098,9.941
-9.252,-3.9960000000000004,5.236000000000001,10.079
-9.113999999999999,-4.1339999999999995,5.098,9.921
-9.252,-3.9960000000000004,5.236000000000001,10.059
-9.39,-4.1339999999999995,5.098,9.941
-9.252,-3.9960000000000004,4.941,9.802999999999999
-9.39,-4.1339999999999995,5.098,9.941
-9.252,-3.9960000000000004,4.941,9.802999999999999
-9.113999999999999,-4.1339999999999995,5.098,9.941
-9.252,-3.9960000000000004,4.941,9.802999999999999
-9.39,-4.1339999999999995,5.098,9.941
-9.252,-3.9960000000000004,4.941,9.802999999999999
-9.39,-4.1339999999999995,5.098,9.941
-9.252,-3.9960000000000004,4.941,9.802999999999999
-9.39,-4.1339999999999995,5.098,9.921
-9.252,-3.9960000000000004,4.941,10.079
-9.39,-4.1339999999999995,5.098,9.941
-9.252,-3.9960000000000004,4.941,10.079
-9.685,-4.1339999999999995,5.098,9.941
-9.547,-3.9960000000000004,4.941,9.802999999999999
-9.39,-4.1339999999999995,5.098,9.941
-9.547,-3.9960000000000004,4.941,10.079
-9.39,-4.1339999999999995,5.098,9.941
-9.252,-3.9960000000000004,4.941,10.079
-9.39,-4.1339999999999995,5.098,10.217
-9.252,-3.9960000000000004,4.941,10.354000000000001
-9.39,-4.1339999999999995,5.098,10.217
-9.252,-3.9960000000000004,4.941,10.079
-9.39,-4.1339999999999995,5.098,9.921
-9.252,-3.9960000000000004,4.941,9.802999999999999
-9.685,-4.1339999999999995,5.098,9.941
-9.547,-3.9960000000000004,4.941,9.802999999999999
-9.39,-3.858,5.098,9.941
-9.252,-3.9960000000000004,4.941,9.802999999999999
-9.39,-3.858,5.098,9.941
-9.547,-3.9960000000000004,4.941,10.079
-9.39,-4.1339999999999995,5.098,9.941
-9.547,-3.9960000000000004,4.941,10.079
-9.39,-4.1339999999999995,5.098,9.941
-9.547,-3.9960000000000004,4.941,10.079
-9.39,-3.858,5.098,9.941
-9.252,-3.9960000000000004,4.941,10.059
-9.39,-3.858,5.098,9.941
-9.547,-3.9960000000000004,4.941,10.079
-9.39,-3.858,5.098,10.217
-9.252,-3.9960000000000004,4.941,9.802999999999999
-9.39,-3.858,5.098,9.941
-9.252,-3.9960000000000004,4.941,9.802999999999999
-9.39,-4.1339999999999995,5.098,9.921
-9.252,-3.9960000000000004,4.941,9.802999999999999
-9.39,-3.858,5.098,9.941
-9.252,-3.9960000000000004,4.941,9.802999999999999
-9.39,-3.858,5.098,9.941
-9.252,-3.9960000000000004,4.941,10.079
-9.39,-3.858,5.098,9.941
-9.252,-3.9960000000000004,4.941,10.059
-9.39,-3.858,5.098,9.941
-9.252,-3.9960000000000004,4.941,9.802999999999999
-9.39,-3.858,5.098,9.941
-9.252,-3.9960000000000004,5.236000000000001,9.802999999999999
-9.39,-3.858,5.098,9.921
-9.252,-3.9960000000000004,4.941,9.802999999999999
-9.39,-3.858,5.098,9.941
-9.547,-3.9960000000000004,4.941,9.802999999999999
-9.685,-3.858,5.098,9.941
-9.547,-3.9960000000000004,5.236000000000001,9.802999999999999
-9.961,-3.858,5.098,9.941
-9.547,-3.9960000000000004,4.941,9.802999999999999
-9.39,-3.858,5.098,9.921
-9.547,-3.72,5.236000000000001,9.802999999999999
-9.39,-3.858,5.098,9.941
-9.547,-3.9960000000000004,5.236000000000001,9.802999999999999
-9.39,-3.858,5.098,9.941
-9.547,-3.72,5.236000000000001,9.802999999999999
-9.685,-3.858,5.098,9.941
-9.547,-3.9960000000000004,5.236000000000001,10.079
-9.39,-3.858,5.098,9.941
-9.547,-3.72,5.236000000000001,10.079
-9.39,-3.858,5.098,9.941
-9.547,-3.72,5.236000000000001,10.059
-9.39,-3.858,5.098,9.921
-9.547,-3.9960000000000004,5.236000000000001,10.059
-9.39,-3.858,5.098,9.941
-9.252,-3.72,5.236000000000001,10.079
-9.39,-3.858,5.098,9.941
-9.547,-3.72,5.236000000000001,10.079
-9.39,-3.858,5.098,9.921
-9.547,-3.72,5.236000000000001,10.059
-9.39,-3.858,5.098,9.921
-9.547,-3.72,5.236000000000001,9.802999999999999
-9.39,-3.858,5.098,9.921
-9.547,-3.9960000000000004,5.236000000000001,10.059
-9.685,-3.858,5.098,9.921
-9.547,-3.9960000000000004,5.236000000000001,10.059
-9.39,-3.858,5.098,9.921
-9.547,-3.72,5.236000000000001,10.059
-9.39,-3.858,5.118,9.921
-9.547,-3.72,5.236000000000001,10.079
-9.39,-3.858,5.098,9.941
-9.547,-3.72,5.236000000000001,10.059
-9.39,-3.858,5.118,9.921
-9.547,-3.72,5.236000000000001,10.059
-9.39,-3.858,5.098,10.197000000000001
-9.547,-3.72,5.236000000000001,10.335
-9.39,-3.858,5.098,10.197000000000001
-9.547,-3.72,5.236000000000001,10.059
-9.39,-3.858,5.098,9.921
-9.547,-3.72,5.236000000000001,10.079
-9.39,-3.858,5.098,9.921
-9.547,-3.72,5.236000000000001,10.079
-9.39,-3.858,5.098,9.941
-9.547,-3.72,5.236000000000001,10.059
-9.39,-3.858,5.098,9.921
-9.252,-3.72,5.236000000000001,10.059
-9.39,-3.858,5.118,9.941
-9.547,-3.72,5.236000000000001,10.059
-9.39,-3.858,5.118,10.217
-9.547,-3.72,5.236000000000001,10.059
-9.39,-3.858,5.118,10.472000000000001
-9.547,-3.72,5.236000000000001,10.354000000000001
-9.39,-3.858,5.118,10.217
-9.547,-3.72,5.236000000000001,10.059
-9.39,-3.563,5.118,10.197000000000001
-9.252,-3.72,5.256,10.354000000000001
-9.39,-3.858,5.118,10.217
-9.252,-3.72,5.256,10.354000000000001
-9.39,-3.563,5.374,10.197000000000001
-9.252,-3.72,5.256,10.886
-9.39,-3.563,5.118,10.492
-9.252,-3.72,5.256,10.61
-9.39,-3.563,5.374,10.492
-9.252,-3.72,5.256,10.61
-9.39,-3.563,5.374,10.748
-9.252,-3.72,5.256,10.63
-9.39,-3.563,5.374,10.748
-9.252,-3.72,5.256,10.63
-9.39,-3.563,5.374,10.767999999999999
-9.547,-3.425,5.256,10.63
-9.113999999999999,-3.563,5.374,10.748
-9.252,-3.72,5.256,10.354000000000001
-9.113999999999999,-3.563,5.374,10.492
-9.252,-3.425,5.256,10.354000000000001
-9.39,-3.563,5.374,10.217
-9.252,-3.72,5.256,10.079
-9.39,-3.563,5.374,10.217
-9.252,-3.72,5.236000000000001,10.079
-9.113999999999999,-3.563,5.374,10.217
-9.252,-3.425,5.236000000000001,10.079
-9.113999999999999,-3.563,5.374,10.217
-9.252,-3.72,5.256,10.354000000000001
-9.113999999999999,-3.563,5.374,10.492
-9.252,-3.72,5.256,10.354000000000001
-9.113999999999999,-3.563,5.374,9.941
-9.252,-3.72,5.256,10.079
-9.113999999999999,-3.563,5.276,9.941
-9.252,-3.72,5.138,10.079
-9.113999999999999,-3.563,5.374,9.941
-8.976,-3.425,5.531000000000001,10.079
-9.113999999999999,-3.563,5.374,9.941
-9.252,-3.425,5.531000000000001,10.079
-9.113999999999999,-3.563,5.374,10.217
-9.252,-3.425,5.256,10.079
-9.113999999999999,-3.563,5.374,9.941
-9.252,-3.425,5.256,10.079
-9.113999999999999,-3.563,5.374,10.217
-9.252,-3.425,5.531000000000001,10.079
-9.39,-3.563,5.374,10.217
-8.976,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.563,5.374,10.217
-8.976,-3.425,5.531000000000001,10.079
-9.113999999999999,-3.563,5.374,10.217
-8.976,-3.425,5.531000000000001,10.079
-9.113999999999999,-3.563,5.374,10.217
-8.976,-3.425,5.531000000000001,10.079
-9.113999999999999,-3.287,5.374,9.941
-8.976,-3.425,5.256,10.079
-9.113999999999999,-3.287,5.374,9.941
-8.976,-3.425,5.531000000000001,10.079
-9.113999999999999,-3.563,5.394,10.217
-8.976,-3.425,5.531000000000001,10.079
-9.113999999999999,-3.858,5.394,10.217
-8.976,-3.72,5.256,10.079
-9.113999999999999,-3.858,5.394,10.217
-8.976,-3.9960000000000004,5.531000000000001,10.079
-9.113999999999999,-3.858,5.394,10.217
-8.976,-3.72,5.256,10.079
-9.113999999999999,-3.858,5.394,10.217
-8.976,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.858,5.394,10.217
-8.976,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.858,5.394,10.217
-8.976,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.858,5.394,10.217
-9.252,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.858,5.394,10.217
-9.252,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.858,5.374,10.217
-8.976,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.858,5.374,10.217
-8.976,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.563,5.374,10.217
-8.976,-3.425,5.531000000000001,10.079
-9.113999999999999,-3.563,5.374,10.217
-8.976,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.563,5.374,10.217
-9.252,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.563,5.394,10.217
-9.252,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.563,5.394,10.217
-8.976,-3.72,5.531000000000001,10.354000000000001
-9.113999999999999,-3.858,5.374,10.217
-9.252,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.858,5.394,10.217
-8.976,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.858,5.374,10.217
-8.976,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.563,5.374,10.217
-8.976,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.563,5.394,10.217
-8.976,-3.72,5.531000000000001,10.354000000000001
-9.113999999999999,-3.858,5.374,10.217
-8.976,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.563,5.394,10.217
-8.976,-3.72,5.531000000000001,10.354000000000001
-9.113999999999999,-3.858,5.374,10.217
-8.976,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.858,5.374,10.217
-8.976,-3.72,5.531000000000001,10.354000000000001
-9.113999999999999,-3.858,5.374,10.217
-8.976,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.858,5.374,10.217
-8.976,-3.9960000000000004,5.531000000000001,10.079
-9.113999999999999,-3.858,5.374,10.217
-8.976,-3.9960000000000004,5.531000000000001,10.354000000000001
-9.113999999999999,-3.858,5.374,10.217
-8.976,-3.9960000000000004,5.531000000000001,10.079
-9.113999999999999,-3.858,5.374,10.217
-8.976,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.563,5.374,10.217
-8.976,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.563,5.374,10.217
-8.976,-3.72,5.531000000000001,10.354000000000001
-9.113999999999999,-3.858,5.394,10.217
-8.976,-3.9960000000000004,5.531000000000001,10.079
-9.113999999999999,-3.858,5.374,10.217
-9.252,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.858,5.374,10.217
-9.252,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.858,5.374,10.217
-9.252,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.858,5.374,10.217
-9.252,-3.72,5.531000000000001,10.354000000000001
-9.113999999999999,-3.858,5.374,10.217
-9.252,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.858,5.374,10.217
-9.252,-3.72,5.531000000000001,10.354000000000001
-9.113999999999999,-3.858,5.374,10.217
-8.976,-3.9960000000000004,5.531000000000001,10.354000000000001
-9.113999999999999,-3.858,5.374,10.217
-9.252,-3.72,5.531000000000001,10.354000000000001
-9.113999999999999,-3.858,5.374,10.217
-9.252,-3.72,5.256,10.079
-9.113999999999999,-3.858,5.394,10.217
-9.252,-3.72,5.256,10.354000000000001
-9.113999999999999,-3.858,5.374,10.492
-9.252,-3.72,5.256,10.354000000000001
-9.113999999999999,-3.858,5.374,10.217
-9.252,-3.72,5.256,10.079
-9.113999999999999,-3.858,5.374,10.217
-9.252,-3.72,5.256,10.354000000000001
-9.113999999999999,-3.563,5.374,10.492
-9.252,-3.72,5.256,10.354000000000001
-9.113999999999999,-3.563,5.374,10.217
-9.252,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.563,5.374,10.217
-9.252,-3.72,5.256,10.079
-9.113999999999999,-3.563,5.374,10.217
-9.252,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.563,5.374,10.492
-9.252,-3.72,5.256,10.079
-9.113999999999999,-3.563,5.374,10.492
-9.252,-3.72,5.256,10.354000000000001
-9.113999999999999,-3.563,5.374,10.217
-9.252,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.563,5.374,10.217
-9.252,-3.72,5.531000000000001,10.079
-9.113999999999999,-3.563,5.374,10.217
-9.252,-3.425,5.531000000000001,10.079
-9.113999999999999,-3.563,5.374,10.217
-9.252,-3.425,5.531000000000001,10.079
-9.113999999999999,-3.563,5.374,10.217
-9.252,-3.72,5.256,10.079
-9.113999999999999,-3.563,5.374,10.217
-9.252,-3.425,5.256,10.079
-9.113999999999999,-3.563,5.374,10.217
-9.252,-3.72,5.256,10.079
-9.113999999999999,-3.563,5.374,10.217
-9.252,-3.425,5.256,10.079
-9.113999999999999,-3.563,5.374,10.217
-9.252,-3.425,5.256,10.354000000000001
-9.113999999999999,-3.563,5.374,10.217
-8.976,-3.425,5.256,10.079
-9.113999999999999,-3.563,5.374,10.217
-8.976,-3.425,5.256,10.354000000000001
-9.113999999999999,-3.563,5.374,10.217
-8.976,-3.425,5.256,10.079
-9.113999999999999,-3.563,5.374,10.217
-8.976,-3.425,5.531000000000001,10.354000000000001
-9.113999999999999,-3.563,5.374,10.217
-8.976,-3.425,5.531000000000001,10.354000000000001
-9.113999999999999,-3.563,5.374,10.217
-8.976,-3.425,5.531000000000001,10.354000000000001
-9.113999999999999,-3.287,5.374,10.217
-8.976,-3.425,5.531000000000001,10.354000000000001
-9.113999999999999,-3.287,5.374,10.217
-8.976,-3.425,5.531000000000001,10.354000000000001
-9.113999999999999,-3.287,5.374,10.217
-8.976,-3.425,5.531000000000001,10.354000000000001
-9.113999999999999,-3.287,5.374,10.217
-8.976,-3.425,5.531000000000001,10.354000000000001
-9.113999999999999,-3.287,5.374,10.217
-8.976,-3.425,5.531000000000001,10.354000000000001
-9.113999999999999,-3.287,5.374,10.217
-8.976,-3.425,5.531000000000001,10.354000000000001
-9.113999999999999,-3.563,5.374,10.217
-8.976,-3.425,5.531000000000001,10.354000000000001
-9.113999999999999,-3.287,5.374,10.217
-8.976,-3.425,5.256,10.079
-9.113999999999999,-3.287,5.394,10.217
-8.976,-3.425,5.256,10.079
-8.839,-3.287,5.374,10.217
-8.976,-3.425,5.256,10.079
-9.113999999999999,-3.287,5.374,10.217
-8.976,-3.425,5.531000000000001,10.079
-8.839,-3.287,5.374,10.217
-8.976,-3.425,5.256,10.079
-8.839,-3.287,5.374,10.217
-8.976,-3.425,5.256,10.079
-8.839,-3.563,5.374,10.217
-8.976,-3.425,5.531000000000001,10.079
-8.839,-3.563,5.374,10.217
-8.976,-3.425,5.531000000000001,10.354000000000001
-8.839,-3.563,5.374,10.217
-8.976,-3.425,5.531000000000001,10.354000000000001
-8.839,-3.287,5.394,10.217
-8.976,-3.425,5.531000000000001,10.63
-8.839,-3.287,5.394,10.217
-8.976,-3.425,5.531000000000001,10.354000000000001
-8.839,-3.287,5.394,10.492
-8.976,-3.425,5.256,10.354000000000001
-8.839,-3.287,5.394,10.492
-8.976,-3.425,5.256,10.354000000000001
-8.839,-3.287,5.394,10.492
-8.976,-3.425,5.256,10.079
-8.839,-3.287,5.394,10.217
-8.976,-3.425,5.256,10.354000000000001
-8.839,-3.287,5.394,10.492
-8.976,-3.425,5.531000000000001,10.354000000000001
-8.839,-3.287,5.394,10.217
-8.976,-3.425,5.531000000000001,10.079
-8.839,-3.287,5.394,10.217
-8.976,-3.425,5.256,10.079
-8.839,-3.287,5.394,10.492
-8.701,-3.425,5.256,10.079
-8.839,-3.287,5.374,10.217
-8.701,-3.425,5.531000000000001,10.354000000000001
-8.839,-3.287,5.374,10.217
-8.976,-3.425,5.531000000000001,10.079
-8.839,-3.287,5.374,10.217
-8.976,-3.425,5.531000000000001,10.079
-8.839,-3.287,5.374,10.217
-8.701,-3.425,5.531000000000001,10.079
-8.839,-3.287,5.374,10.217
-8.701,-3.425,5.531000000000001,10.079
-8.839,-3.287,5.374,10.217
-8.976,-3.425,5.531000000000001,10.079
-8.839,-3.287,5.335,10.217
-8.976,-3.425,5.197,10.079
-8.839,-3.287,5.295,10.217
-8.976,-3.425,5.433,10.335
-8.839,-3.287,5.374,10.217
-8.976,-3.425,5.531000000000001,10.354000000000001
-8.839,-3.287,5.374,10.472000000000001
-8.976,-3.425,5.256,10.354000000000001
-8.839,-3.287,5.374,10.217
-8.976,-3.425,5.531000000000001,10.354000000000001
-8.839,-3.287,5.374,10.217
-8.976,-3.425,5.531000000000001,10.079
-8.839,-3.287,5.374,10.217
-8.701,-3.425,5.531000000000001,10.354000000000001
-8.839,-3.287,5.374,10.217
-8.976,-3.425,5.256,10.335
-8.839,-3.287,5.374,10.197000000000001
-8.976,-3.13,5.531000000000001,10.079
-8.839,-3.287,5.374,10.217
-8.976,-3.13,5.256,10.079
-8.839,-3.287,5.374,10.217
-8.976,-3.425,5.531000000000001,10.079
-8.839,-3.287,5.374,10.217
-8.976,-3.425,5.531000000000001,10.079
-8.839,-3.287,5.374,10.197000000000001
-8.976,-3.13,5.256,10.079
-8.839,-3.287,5.374,10.197000000000001
-8.976,-3.13,5.256,10.079
-8.839,-3.287,5.374,10.217
-8.976,-3.13,5.256,10.079
-8.839,-3.287,5.374,10.217
-8.976,-3.13,5.531000000000001,10.079
-8.839,-3.287,5.374,10.217
-8.976,-3.425,5.531000000000001,10.335
-8.976,-3.425,5.256,10.63
-9.113999999999999,-3.287,5.374,10.217
-8.976,-3.13,5.236000000000001,10.079
-8.701,-3.425,5.157,10.079
-8.839,-3.287,5.374,9.941
-8.976,-3.13,5.236000000000001,10.079
-8.976,-3.13,5.256,10.079
-9.113999999999999,-3.287,5.374,9.941
-8.976,-3.425,5.236000000000001,10.079
-9.113999999999999,-3.287,5.118,9.941
-9.113999999999999,-3.287,5.118,9.941
-8.976,-3.425,5.236000000000001,10.079
-8.839,-3.287,5.374,9.941
-8.839,-3.287,5.374,10.217
-8.976,-3.425,5.256,10.079
-8.839,-3.287,5.374,10.217
-8.839,-3.287,5.374,9.941
-8.976,-3.13,5.256,10.079
-8.839,-2.992,5.374,10.217
-8.839,-2.992,5.394,10.217
-8.976,-3.13,5.531000000000001,10.079
-8.839,-2.992,5.394,10.217
-8.839,-2.992,5.669,10.217
-8.701,-3.13,5.531000000000001,10.354000000000001
-8.857999999999999,-2.992,5.669,10.492
-8.583,-2.992,5.394,10.492
-8.72,-3.13,5.531000000000001,10.63
-8.857999999999999,-2.992,5.669,10.217
-8.857999999999999,-3.287,5.394,10.217
-8.72,-3.13,5.531000000000001,10.079
-8.857999999999999,-2.992,5.394,10.217
-8.72,-3.13,5.531000000000001,10.079
-8.72,-3.13,5.256,10.079
-8.857999999999999,-3.287,5.412999999999999,10.217
-8.996,-3.13,5.256,10.079
-8.996,-3.13,5.256,10.079
-8.857999999999999,-3.287,5.374,10.217
-8.72,-3.13,5.256,10.079
-8.72,-3.13,5.531000000000001,10.354000000000001
-8.857999999999999,-2.992,5.394,10.217
-8.72,-3.13,5.256,10.354000000000001
-8.72,-3.13,5.531000000000001,10.354000000000001
-8.583,-2.992,5.394,10.217
-8.445,-3.13,5.551,10.354000000000001
-8.445,-3.13,5.551,10.354000000000001
-8.583,-2.992,5.394,10.492
-8.445,-3.13,5.551,10.354000000000001
-8.445,-3.425,5.551,10.354000000000001
-8.583,-2.992,5.669,10.492
-8.72,-2.8539999999999996,5.551,10.63
-8.701,-2.8539999999999996,5.551,10.63
-8.583,-2.992,5.669,10.492
-8.701,-3.13,5.551,10.63
-8.583,-2.992,5.669,10.767999999999999
-8.839,-2.697,5.669,10.492
-8.701,-2.8539999999999996,5.531000000000001,10.905999999999999
-8.839,-3.2680000000000002,5.394,10.492
-8.839,-3.2680000000000002,5.669,10.492
-9.252,-3.13,5.531000000000001,10.354000000000001
-8.839,-3.2680000000000002,5.394,10.492
-8.857999999999999,-2.697,5.669,10.217
-8.72,-3.13,5.551,10.354000000000001
-8.857999999999999,-2.992,5.669,10.492
-8.839,-2.992,5.394,10.492
-8.72,-3.13,5.551,10.354000000000001
-8.857999999999999,-2.697,5.669,10.492
-8.583,-2.992,5.669,10.217
-8.701,-2.8539999999999996,5.551,10.354000000000001
-8.562999999999999,-2.992,5.669,10.767999999999999
-8.583,-2.992,5.669,10.767999999999999
-8.445,-3.13,5.551,10.63
-8.562999999999999,-2.992,5.689,10.767999999999999
-8.445,-2.835,5.827000000000001,10.63
-8.425,-2.835,5.827000000000001,11.200999999999999
-8.562999999999999,-2.992,5.669,10.492
-8.425,-2.835,5.827000000000001,10.63
-8.425,-2.835,5.827000000000001,10.63
-8.287,-2.992,5.689,10.767999999999999
-8.701,-2.8539999999999996,5.551,10.63
-8.445,-2.8539999999999996,5.551,10.354000000000001
-8.583,-2.992,5.669,10.492
-8.445,-3.13,5.827000000000001,10.354000000000001
-8.445,-3.13,5.551,10.354000000000001
-8.583,-2.992,5.689,10.492
-8.72,-3.13,5.551,9.802999999999999
-8.72,-3.13,5.551,9.802999999999999
-8.583,-2.992,5.669,9.646
-8.445,-3.13,5.551,9.508
-8.72,-3.13,5.551,9.508
-8.583,-2.992,5.689,10.767999999999999
-8.72,-3.13,5.551,10.63
-8.445,-2.8539999999999996,5.551,10.65
-8.583,-2.992,5.689,10.492
-8.445,-2.8539999999999996,5.827000000000001,10.63
-8.287,-2.992,5.689,10.492
-8.287,-2.697,5.689,10.767999999999999
-8.445,-2.559,5.846,10.65
-8.287,-2.697,5.965,10.767999999999999
-8.287,-2.697,5.965,10.767999999999999
-8.445,-2.559,5.846,10.905999999999999
-8.287,-2.697,5.984,10.492
-8.287,-2.697,5.984,10.787
-8.445,-2.8539999999999996,5.846,10.65
-8.287,-2.697,5.984,10.787
-8.287,-2.697,5.965,10.787
-8.445,-2.8539999999999996,5.846,10.925
-8.287,-2.697,5.984,10.787
-8.287,-2.697,5.965,10.787
-8.445,-2.8539999999999996,5.846,11.200999999999999
-8.287,-2.697,5.689,11.357999999999999
-8.583,-2.697,5.689,11.357999999999999
-8.445,-2.559,5.846,11.495999999999999
-8.287,-2.992,5.984,11.909
-8.445,-2.559,5.846,12.618
-8.445,-2.8539999999999996,5.846,12.894
-8.287,-2.697,5.709,11.357999999999999
-8.445,-2.559,5.846,10.925
-8.445,-2.559,5.846,10.925
-8.287,-2.697,5.689,10.787
-8.445,-2.559,5.846,10.925
-8.445,-2.559,5.846,11.22
-8.287,-2.697,5.984,11.357999999999999
-8.15,-2.559,6.398,11.22
-8.15,-2.559,6.122000000000001,10.945
-8.012,-2.421,6.28,11.083
-8.15,-2.2640000000000002,6.122000000000001,11.22
-8.15,-2.2640000000000002,6.122000000000001,11.22
-8.012,-2.421,6.28,11.357999999999999
-8.15,-2.2640000000000002,6.122000000000001,11.22
-8.15,-2.2640000000000002,6.122000000000001,11.22
-8.012,-2.421,6.26,11.357999999999999
-8.15,-2.559,6.122000000000001,11.495999999999999
-8.15,-2.2640000000000002,6.122000000000001,11.495999999999999
-8.287,-2.421,5.984,11.357999999999999
-8.15,-2.2640000000000002,6.122000000000001,11.495999999999999
