P1,P2,P3,P4
-5.079,0.925,7.894,12.657
-4.941,0.768,7.756,12.795
-5.079,0.925,7.894,12.657
-4.803,1.26,7.894,12.657
-4.941,0.768,7.756,12.795
-5.079,1.85,7.087000000000001,12.657
-5.079,0.925,7.894,12.657
-4.941,0.768,7.756,12.795
-4.803,0.925,7.894,12.657
-4.941,1.063,7.126,12.795
-5.079,0.925,7.894,12.657
-5.079,0.925,7.894,12.657
-5.079,0.925,7.894,12.933
-5.079,0.925,7.894,12.657
-4.941,0.768,8.031,12.795
-5.079,0.925,7.894,12.657
-4.941,1.063,7.756,12.795
-5.079,0.925,7.894,12.657
-4.941,0.768,7.756,12.795
-5.079,0.925,7.894,12.657
-5.2170000000000005,1.063,7.756,12.795
-5.2170000000000005,0.768,7.756,12.795
6.516,6.791,7.894,12.657
6.654,7.224,7.756,18.701
6.063,6.063,7.756,12.795
3.878,7.067,7.598,12.933
6.358,6.358,7.756,12.795
-4.941,1.063,7.756,12.795
6.791,6.791,7.894,12.933
3.72,7.224,7.756,12.795
6.791,7.362,7.007999999999999,12.657
6.516,7.362,7.894,12.657
6.791,7.067,7.539,12.933
-4.803,0.925,7.598,12.933
-4.941,0.768,7.756,12.795
-5.079,0.925,7.598,12.933
-5.079,0.925,7.598,12.953
-4.941,1.004,7.756,12.815
-4.803,0.925,7.598,12.953
-4.803,0.925,6.672999999999999,12.953
-4.941,0.768,7.756,12.815
-4.803,0.925,7.894,12.933
-4.803,0.925,7.894,12.933
-4.941,0.768,7.756,13.091
-4.803,0.925,7.894,12.953
-4.803,0.925,7.894,12.953
-4.941,1.063,7.756,12.815
-5.079,1.22,7.894,12.953
-4.803,0.925,7.894,12.953
-4.941,0.768,7.756,13.642000000000001
-5.079,0.925,7.894,12.953
-5.492000000000001,1.3780000000000001,7.756,13.642000000000001
-4.941,0.768,7.756,13.642000000000001
-5.079,0.925,7.894,13.504000000000001
-4.941,1.063,7.106,13.091
-4.941,1.063,7.756,16.180999999999997
-4.803,0.925,7.894,12.953
-4.941,0.768,8.031,13.071
-4.941,1.063,7.52,13.091
-4.803,0.925,7.894,12.953
-4.941,1.063,8.031,13.071
-4.941,1.063,7.617999999999999,12.795
-4.803,0.925,7.894,12.933
-4.941,1.063,7.756,13.071
-6.6339999999999995,0.768,7.756,13.071
-4.803,1.791,7.894,15.197000000000001
-4.941,0.768,7.756,13.071
-4.941,0.768,7.756,13.366
-4.803,0.925,7.894,12.933
-4.803,0.925,7.894,12.933
-4.803,0.925,7.894,12.933
-4.941,0.768,8.031,12.795
-5.079,0.925,7.894,15.472000000000001
-5.079,0.925,7.894,12.933
-4.941,0.768,7.756,12.795
-5.079,0.925,7.894,12.933
-5.079,0.925,7.894,12.933
-4.941,0.768,7.756,12.815
-5.079,0.925,6.949,12.933
-4.803,0.925,7.894,12.933
-4.941,0.728,7.756,13.071
-5.079,0.925,7.598,12.953
-5.079,0.925,7.894,12.933
-5.2170000000000005,0.768,7.756,13.071
-5.079,0.925,7.874,12.933
-5.354,0.925,7.894,12.933
-5.2170000000000005,0.768,7.756,12.795
-6.496,1.6540000000000001,7.598,12.933
-5.925,0.925,7.874,12.657
-6.063,1.3780000000000001,6.85,14.764000000000001
-5.925,0.925,7.874,12.657
-6.063,0.768,7.756,12.795
-5.787000000000001,0.768,6.457000000000001,12.795
-5.354,1.2009999999999998,7.874,12.933
-5.2170000000000005,0.768,7.756,12.795
-5.2170000000000005,0.768,7.756,12.795
-5.925,1.22,6.732,12.657
-5.492000000000001,0.768,7.756,12.795
-5.492000000000001,0.768,7.756,12.795
-5.65,0.925,7.598,12.657
-5.2170000000000005,0.768,6.3389999999999995,12.795
-5.492000000000001,0.768,7.756,12.795
-5.354,1.22,7.007999999999999,12.657
-5.2170000000000005,0.768,6.85,12.795
-5.2170000000000005,0.768,7.756,12.795
-5.354,0.63,7.598,12.657
-5.2170000000000005,0.768,7.382000000000001,13.071
-5.2170000000000005,0.768,7.756,12.795
-5.354,0.63,7.067,12.657
-5.2170000000000005,0.768,7.756,12.795
-5.492000000000001,0.768,7.756,12.795
-5.354,0.63,7.598,12.933
-5.492000000000001,0.768,7.756,12.795
-5.2170000000000005,1.3780000000000001,7.756,12.795
-5.354,0.925,7.874,12.933
-5.492000000000001,0.768,7.756,12.795
-8.169,0.63,8.091000000000001,12.657
-5.354,0.925,6.1610000000000005,12.657
-5.492000000000001,0.768,7.756,12.795
-5.65,1.693,7.598,12.933
-5.354,0.63,7.874,12.933
-5.787000000000001,0.768,7.756,12.795
-5.925,0.63,7.874,12.933
-5.925,0.63,7.874,12.933
-5.2170000000000005,0.846,5.65,12.795
-5.492000000000001,0.768,7.756,12.795
-5.925,0.63,7.598,12.933
-5.492000000000001,0.768,7.756,12.795
-5.354,0.433,7.007999999999999,14.626
-5.354,0.63,7.874,12.933
-5.492000000000001,0.768,7.756,12.795
-5.354,0.63,7.874,12.933
-4.941,0.768,7.224,12.795
-4.941,0.768,7.756,12.795
-5.079,0.63,7.598,12.933
-6.063,0.768,7.756,12.795
-6.063,0.768,7.756,12.795
-5.925,0.63,7.598,12.933
-4.941,0.768,7.756,12.815
-4.941,0.768,7.756,16.180999999999997
-5.079,0.63,7.598,7.244
-4.941,1.083,6.87,13.071
-4.941,0.768,7.756,13.071
-5.079,0.63,7.598,12.933
-4.941,0.768,7.756,12.795
-4.941,0.768,10.984000000000002,12.795
-5.079,0.63,7.598,12.933
-5.2170000000000005,0.768,7.756,12.795
-4.941,0.768,7.756,13.071
-5.079,1.26,7.598,12.933
-4.941,0.768,7.756,12.815
-7.756,0.768,7.756,15.335
-5.079,1.24,7.598,12.953
-4.941,0.768,6.87,13.091
-7.894,1.22,7.362,12.953
-6.772,1.22,7.598,12.953
-4.941,0.768,7.756,13.071
-5.079,0.925,7.598,12.933
-5.079,0.63,7.894,12.953
-4.941,0.768,7.756,13.366
-5.079,0.63,7.894,13.504000000000001
-5.079,0.63,7.894,14.075
-4.941,0.768,7.756,13.366
-5.079,0.63,7.617999999999999,12.953
-5.079,0.63,7.598,12.657
-4.941,0.768,7.756,12.815
-5.079,0.63,7.007999999999999,12.657
-5.079,0.63,6.89,15.472000000000001
-4.941,0.768,7.756,12.815
-5.079,0.63,7.894,13.799000000000001
-5.079,0.63,7.894,12.953
-5.2170000000000005,1.102,7.756,12.815
-5.079,0.63,7.874,12.953
-4.941,0.768,7.756,12.815
-5.2170000000000005,0.768,7.756,12.815
-5.079,0.63,7.894,12.953
-4.941,0.768,7.756,12.815
-4.941,0.768,7.756,12.815
-4.803,0.63,7.894,12.953
-4.941,0.768,7.756,15.335
-4.941,0.768,7.756,15.61
-4.803,0.63,7.894,12.953
-4.941,0.531,7.756,12.815
-4.941,0.768,7.756,12.815
-5.079,1.693,7.894,12.953
-4.941,0.768,7.756,13.091
-4.941,0.768,7.756,13.091
-5.079,1.358,7.894,12.953
-4.941,0.768,7.756,13.091
-4.941,1.969,6.89,13.091
-5.079,0.63,7.894,12.953
-4.941,0.768,7.756,13.091
-4.941,0.768,7.756,13.091
-5.079,0.63,7.894,12.953
-4.941,0.768,7.756,12.815
-5.079,0.925,7.894,12.953
-5.079,0.9840000000000001,7.894,12.953
-4.941,0.768,7.756,13.091
-5.079,0.925,7.894,12.953
-5.079,0.925,7.894,12.953
-4.941,0.768,7.756,13.091
-5.079,0.925,7.894,12.953
-4.803,0.925,7.894,12.953
-4.941,0.768,7.756,13.091
-4.803,0.63,7.894,12.953
-4.803,0.925,7.894,12.953
-4.941,0.768,6.654,13.091
-4.803,0.925,7.894,12.953
-9.587,0.925,7.894,12.953
-6.063,0.768,6.024,13.091
-5.354,0.925,6.476,12.953
-4.803,0.925,7.894,12.953
-4.941,0.768,7.756,13.091
-4.803,0.925,7.894,12.953
-4.941,0.768,7.776,13.091
-5.787000000000001,1.043,5.256,12.815
-5.079,0.925,7.894,12.953
-4.941,0.768,7.756,12.815
-4.941,0.768,7.756,13.091
-4.803,0.63,7.894,12.953
-4.941,0.768,7.756,12.815
-4.941,0.768,7.756,14.764000000000001
-5.079,0.925,7.894,12.953
-4.941,0.768,5.768,13.091
-6.6339999999999995,0.768,7.756,13.091
-5.079,0.925,5.571000000000001,12.953
-4.941,0.768,7.756,16.752
-4.941,0.768,7.756,13.091
-5.079,0.63,7.894,12.933
-4.941,0.768,7.756,12.795
-4.941,0.768,7.756,12.795
-5.079,0.63,7.894,12.933
-4.941,0.768,7.756,14.823
-4.941,0.768,7.756,12.795
-5.079,0.63,7.894,12.933
-4.941,0.768,7.756,12.815
-5.079,0.63,7.617999999999999,12.953
-5.079,0.63,7.617999999999999,12.953
-4.941,0.768,7.776,13.091
-4.941,0.768,7.756,12.815
-5.079,0.63,7.894,12.933
-5.2170000000000005,1.102,7.756,12.795
-5.079,0.945,7.894,12.933
-5.079,0.63,7.894,12.933
-5.2170000000000005,0.768,7.776,12.795
-5.2170000000000005,0.768,7.756,12.795
-5.079,0.63,7.362,12.657
-5.2170000000000005,0.768,7.776,12.795
-5.354,0.63,7.894,12.657
-6.2010000000000005,0.63,7.894,12.657
-8.878,0.768,7.776,12.795
-5.925,0.945,7.894,12.657
-5.925,0.63,7.894,12.657
-5.787000000000001,0.768,7.776,12.795
-5.354,0.945,7.894,12.933
-5.65,0.63,7.894,12.933
-5.492000000000001,0.768,7.776,12.795
-5.354,0.945,7.894,12.657
-5.492000000000001,0.768,7.776,12.795
-5.492000000000001,0.49200000000000005,7.776,12.795
-5.354,0.63,7.894,12.657
-5.492000000000001,0.768,7.776,12.795
-5.492000000000001,1.083,7.776,12.795
-5.354,0.925,6.024,12.657
-5.492000000000001,0.768,7.461,12.795
-7.756,0.768,7.776,12.795
-5.079,0.63,7.894,12.657
-5.492000000000001,0.768,7.776,12.52
-5.2170000000000005,0.768,7.776,12.52
-5.354,0.63,7.894,12.657
-5.2170000000000005,0.768,7.52,12.52
-6.6339999999999995,0.768,7.776,13.366
-5.354,0.63,7.894,12.657
-5.2170000000000005,0.768,7.776,12.52
-5.492000000000001,0.768,7.776,12.52
-5.354,0.63,7.894,12.657
-5.2170000000000005,1.102,7.776,12.52
-5.354,0.63,7.894,12.657
-5.354,0.63,7.362,14.35
-5.354,0.945,7.894,12.657
-5.079,0.63,7.894,12.657
-5.079,0.63,7.894,12.657
-5.2170000000000005,0.49200000000000005,7.756,12.52
-5.079,0.63,7.598,12.657
-5.2170000000000005,0.49200000000000005,7.756,12.52
-5.079,0.63,7.894,12.657
-5.079,0.63,7.894,12.657
-5.2170000000000005,1.083,7.756,12.52
-5.079,0.63,7.894,12.657
-5.079,0.63,6.968999999999999,12.933
-5.2170000000000005,1.083,7.756,12.795
-5.079,0.63,7.067,12.657
-5.079,0.63,7.894,12.657
-5.2170000000000005,0.49200000000000005,7.776,12.52
-5.079,0.63,7.617999999999999,12.638
-5.079,0.63,7.617999999999999,12.638
-5.2170000000000005,0.49200000000000005,7.756,12.5
-5.2170000000000005,0.49200000000000005,7.756,12.52
-5.2170000000000005,0.49200000000000005,7.52,12.5
-5.079,0.63,7.617999999999999,12.638
-5.2170000000000005,0.49200000000000005,7.756,15.591
-5.2170000000000005,0.49200000000000005,7.756,12.5
-6.496,0.63,7.617999999999999,12.638
-8.169,0.63,7.617999999999999,12.638
-5.2170000000000005,0.768,7.756,12.52
-5.079,0.63,7.617999999999999,12.638
-8.031,0.49200000000000005,7.224,12.52
-5.2170000000000005,0.768,7.756,12.5
-5.079,0.63,7.617999999999999,12.638
-5.2170000000000005,0.768,7.756,12.52
-5.079,0.63,7.894,12.638
-5.2170000000000005,1.083,7.756,12.5
-5.2170000000000005,0.49200000000000005,6.831,12.795
-5.079,0.63,7.617999999999999,12.638
-7.756,0.49200000000000005,7.756,12.795
-5.079,0.63,7.894,12.638
-5.079,0.512,7.894,12.638
-5.2170000000000005,-0.39399999999999996,7.756,12.795
-5.079,0.63,7.894,12.638
-5.079,0.63,7.894,12.657
-5.787000000000001,0.49200000000000005,7.756,12.795
-5.079,0.945,7.617999999999999,12.638
-5.079,0.63,7.894,12.657
-5.2170000000000005,1.083,7.756,12.795
-5.079,0.63,7.617999999999999,12.638
-5.079,0.63,7.617999999999999,12.657
-6.6339999999999995,0.49200000000000005,7.756,12.52
-5.079,0.63,7.617999999999999,12.657
-5.079,0.63,7.362,12.382
-5.2170000000000005,0.768,7.756,12.52
-5.079,0.63,7.617999999999999,12.657
-5.079,0.945,7.617999999999999,12.657
-5.2170000000000005,0.49200000000000005,7.756,12.52
-5.079,0.63,7.617999999999999,12.382
-5.079,0.728,10.827,12.382
-5.2170000000000005,1.083,7.756,12.52
-5.079,0.63,7.617999999999999,12.382
-5.2170000000000005,0.768,7.756,12.52
-5.2170000000000005,0.768,7.756,12.52
-5.079,0.63,7.617999999999999,12.382
-5.2170000000000005,0.49200000000000005,7.756,12.52
-5.2170000000000005,0.49200000000000005,7.776,12.52
-5.079,0.63,7.617999999999999,12.382
-5.2170000000000005,0.768,7.776,12.52
-5.2170000000000005,0.768,7.776,12.52
-5.079,0.63,13.030999999999999,12.382
-5.2170000000000005,0.768,7.776,12.52
-5.2170000000000005,0.768,7.776,12.52
-5.079,0.63,7.617999999999999,12.382
-5.2170000000000005,0.768,7.776,12.52
-7.48,0.768,7.776,12.52
-5.354,0.63,7.894,12.382
-5.2170000000000005,0.768,7.776,12.52
-5.2170000000000005,0.45299999999999996,7.776,12.52
-5.354,0.63,7.617999999999999,12.382
-5.2170000000000005,0.768,7.776,12.52
-5.2170000000000005,0.768,7.776,12.52
-5.354,0.5710000000000001,7.617999999999999,12.382
-5.2170000000000005,0.768,7.776,12.52
-10.984000000000002,0.63,7.617999999999999,12.382
-5.354,0.63,7.617999999999999,12.382
-5.2170000000000005,0.768,7.776,12.52
-5.354,0.63,7.617999999999999,12.382
-5.354,0.63,7.617999999999999,12.382
-5.492000000000001,0.768,7.776,13.366
-5.079,0.63,7.617999999999999,12.382
-5.079,-2.539,-1.693,1.535
-17.047,-15.472000000000001,-15.217,-15.63
-5.354,-4.5280000000000005,-4.252,1.831
-5.079,1.102,7.894,15.748
-5.2170000000000005,0.768,7.776,12.52
-5.079,0.63,7.617999999999999,10.984000000000002
-5.079,0.47200000000000003,7.617999999999999,10.984000000000002
-5.2170000000000005,0.768,5.354,10.845999999999998
-15.217,-15.217,-8.976,-9.311
-7.894,0.63,7.617999999999999,10.709000000000001
-5.2170000000000005,0.768,7.776,10.845999999999998
-5.354,0.63,7.617999999999999,12.657
-5.2170000000000005,0.768,7.776,12.52
-5.2170000000000005,0.768,7.776,12.52
-5.079,0.63,7.617999999999999,12.657
-5.2170000000000005,0.787,7.776,12.52
-5.2170000000000005,2.2640000000000002,7.776,12.52
-5.079,3.051,7.617999999999999,12.382
-5.2170000000000005,0.768,7.776,12.52
-5.2170000000000005,0.768,7.776,12.52
-5.079,0.63,7.617999999999999,12.382
-5.2170000000000005,1.909,6.85,12.52
-5.2170000000000005,0.768,7.776,12.52
-5.079,0.63,7.617999999999999,12.382
-8.878,0.768,7.776,12.52
-5.2170000000000005,0.768,7.776,12.795
-5.079,2.638,7.617999999999999,12.657
-5.2170000000000005,2.5,7.776,12.815
-6.063,1.791,7.776,12.815
-5.079,0.63,7.894,12.657
-5.2170000000000005,0.787,7.776,13.937000000000001
-5.2170000000000005,0.49200000000000005,7.776,12.52
-5.079,0.63,6.22,13.799000000000001
-10.571,0.49200000000000005,7.776,13.937000000000001
-5.079,0.63,7.421,13.799000000000001
-5.354,0.63,7.894,13.504000000000001
-5.2170000000000005,0.49200000000000005,7.776,13.366
-5.354,0.63,7.617999999999999,13.228
-5.354,0.63,7.617999999999999,12.382
-5.2170000000000005,0.49200000000000005,7.756,13.366
-5.079,0.63,7.617999999999999,12.657
-5.354,0.63,7.617999999999999,12.382
-5.2170000000000005,0.49200000000000005,7.756,13.366
-5.354,0.63,6.2989999999999995,12.106
-5.354,0.63,7.617999999999999,12.382
-5.2170000000000005,0.49200000000000005,7.756,12.244000000000002
-5.2170000000000005,0.787,6.811,12.244000000000002
-5.354,0.63,7.617999999999999,12.657
-5.2170000000000005,0.49200000000000005,7.756,12.52
-5.354,0.63,7.617999999999999,12.657
-5.354,0.63,7.617999999999999,12.953
-5.2170000000000005,0.49200000000000005,7.756,12.815
-5.354,0.63,7.617999999999999,12.657
-5.2170000000000005,0.49200000000000005,7.48,12.52
-5.492000000000001,0.49200000000000005,7.756,12.52
-5.354,0.63,7.617999999999999,12.382
-5.492000000000001,0.49200000000000005,7.756,12.52
-5.787000000000001,0.49200000000000005,7.756,12.52
-5.65,0.63,7.617999999999999,13.228
-6.909,0.49200000000000005,7.756,14.488
-6.3389999999999995,0.49200000000000005,5.433,17.854
-6.2010000000000005,0.63,7.617999999999999,12.382
-6.063,0.49200000000000005,7.48,12.52
-5.492000000000001,0.49200000000000005,7.48,12.795
-5.354,0.63,7.617999999999999,12.382
-6.063,0.49200000000000005,7.48,12.52
-6.6339999999999995,0.7090000000000001,7.48,12.52
-6.496,0.63,0.945,1.535
5.492000000000001,6.24,6.516,12.52
-5.787000000000001,0.49200000000000005,7.48,12.244000000000002
6.22,13.681,13.681,14.626
-5.492000000000001,1.063,7.756,12.244000000000002
-6.3389999999999995,0.49200000000000005,1.083,1.3780000000000001
-6.2010000000000005,0.63,4.232,12.382
-6.063,0.49200000000000005,7.48,12.52
-5.925,0.63,7.617999999999999,12.933
-5.925,0.63,7.617999999999999,12.382
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.925,0.335,0.945,1.535
-5.65,0.335,7.598,12.382
-6.063,0.49200000000000005,7.48,12.52
-5.354,0.335,7.617999999999999,12.382
-5.354,0.335,7.617999999999999,12.382
-5.492000000000001,0.65,4.272,12.52
-5.354,0.335,7.598,12.382
-5.354,0.63,7.598,12.382
-5.492000000000001,0.49200000000000005,6.614,12.52
-5.65,0.63,7.598,12.382
-5.354,0.335,7.598,12.382
-5.492000000000001,0.49200000000000005,7.48,12.52
-6.496,0.256,7.598,12.382
-5.354,0.61,6.672999999999999,12.382
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.354,0.335,7.598,12.657
-5.492000000000001,0.49200000000000005,7.48,12.815
-5.492000000000001,0.413,7.48,12.815
-5.354,0.138,5.1770000000000005,12.657
-8.602,0.49200000000000005,7.48,12.815
-5.492000000000001,0.49200000000000005,7.48,12.815
-8.465,0.335,7.165,12.657
-5.492000000000001,2.8539999999999996,7.48,13.091
-5.492000000000001,0.49200000000000005,7.48,13.091
-5.354,0.335,7.617999999999999,12.953
-5.492000000000001,0.49200000000000005,7.48,12.815
-5.492000000000001,0.49200000000000005,7.48,12.815
-5.354,0.63,6.516,12.382
-5.492000000000001,0.49200000000000005,7.48,12.815
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.65,0.335,6.732,13.504000000000001
-5.492000000000001,0.49200000000000005,6.358,12.244000000000002
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.65,0.63,7.617999999999999,12.382
-5.492000000000001,0.49200000000000005,7.756,12.244000000000002
-5.492000000000001,0.49200000000000005,7.756,12.244000000000002
-5.65,0.63,7.617999999999999,12.382
-5.492000000000001,0.49200000000000005,7.756,12.244000000000002
-5.65,0.63,7.617999999999999,16.043
-7.617999999999999,0.63,7.617999999999999,12.382
-5.492000000000001,0.49200000000000005,7.756,12.244000000000002
-5.354,0.335,6.791,12.382
-5.354,0.63,7.617999999999999,12.382
-5.492000000000001,0.49200000000000005,6.87,12.52
-5.354,0.63,7.617999999999999,12.382
-5.354,0.63,7.617999999999999,12.382
-5.492000000000001,0.49200000000000005,7.756,12.52
-5.354,0.335,7.617999999999999,12.382
-5.354,0.63,7.617999999999999,12.382
-5.492000000000001,0.49200000000000005,7.776,12.244000000000002
-5.354,0.63,7.617999999999999,12.106
-5.354,0.63,7.617999999999999,12.106
-5.492000000000001,0.49200000000000005,7.776,12.244000000000002
-5.354,1.24,7.617999999999999,12.106
-5.354,0.63,7.617999999999999,12.382
-5.354,0.63,6.732,6.732
-5.492000000000001,1.102,7.756,14.213
-5.492000000000001,0.49200000000000005,7.776,12.52
-5.925,0.63,7.617999999999999,13.228
-5.492000000000001,0.49200000000000005,7.776,12.52
-8.031,0.49200000000000005,7.776,12.52
-5.925,0.63,7.617999999999999,12.657
-5.492000000000001,0.49200000000000005,7.776,12.52
-5.492000000000001,1.102,7.756,12.52
-5.354,0.63,7.617999999999999,12.402000000000001
-5.492000000000001,0.49200000000000005,7.776,12.52
-5.492000000000001,0.49200000000000005,7.3229999999999995,12.539000000000001
-5.492000000000001,0.49200000000000005,7.244,12.539000000000001
-5.354,0.63,7.617999999999999,12.402000000000001
-5.492000000000001,0.49200000000000005,7.776,12.264000000000001
-5.492000000000001,0.49200000000000005,7.48,12.539000000000001
-7.047000000000001,0.63,7.617999999999999,13.504000000000001
-5.492000000000001,0.49200000000000005,7.776,12.264000000000001
-5.492000000000001,0.49200000000000005,7.776,12.264000000000001
-5.354,0.63,7.617999999999999,12.402000000000001
-5.492000000000001,0.49200000000000005,7.48,12.264000000000001
-5.354,0.63,6.181,12.402000000000001
-5.354,0.63,7.617999999999999,12.402000000000001
-5.492000000000001,0.49200000000000005,7.244,12.264000000000001
-5.354,0.945,7.617999999999999,12.402000000000001
-6.063,0.49200000000000005,7.756,12.264000000000001
-5.65,0.63,7.617999999999999,12.382
-5.354,0.63,7.617999999999999,12.402000000000001
-5.492000000000001,0.49200000000000005,7.756,12.264000000000001
-5.354,0.63,7.617999999999999,12.402000000000001
-5.354,0.63,7.617999999999999,12.402000000000001
-5.492000000000001,0.787,7.48,12.539000000000001
-5.354,0.63,7.617999999999999,12.402000000000001
-5.354,0.63,7.617999999999999,12.402000000000001
-5.492000000000001,0.49200000000000005,7.776,12.52
-5.354,0.63,7.617999999999999,12.402000000000001
-8.74,0.63,7.617999999999999,12.677
-5.492000000000001,0.6890000000000001,7.244,12.52
-5.354,0.63,7.617999999999999,15.767999999999999
-5.354,0.63,7.617999999999999,14.35
-5.492000000000001,0.49200000000000005,7.48,12.539000000000001
-5.354,0.63,7.617999999999999,12.402000000000001
-6.6339999999999995,0.49200000000000005,7.48,12.539000000000001
-5.492000000000001,0.49200000000000005,7.48,12.264000000000001
-5.354,0.63,7.617999999999999,12.402000000000001
-5.492000000000001,0.49200000000000005,7.756,12.52
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.354,0.63,7.617999999999999,12.657
-5.492000000000001,0.49200000000000005,7.48,12.52
-6.3389999999999995,0.49200000000000005,7.48,12.52
-5.354,0.63,7.617999999999999,12.382
-5.492000000000001,0.49200000000000005,7.48,13.642000000000001
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.354,0.335,7.617999999999999,12.382
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.492000000000001,0.807,7.756,12.52
-5.354,0.63,7.617999999999999,14.075
-5.492000000000001,0.49200000000000005,7.756,12.52
-5.492000000000001,0.49200000000000005,6.909,12.264000000000001
-5.354,0.63,7.617999999999999,14.921
-5.492000000000001,1.102,7.48,12.52
-5.354,0.335,7.617999999999999,14.35
-5.354,0.63,7.617999999999999,12.382
-5.492000000000001,0.49200000000000005,7.48,12.52
-6.2010000000000005,0.335,7.617999999999999,12.382
-5.354,0.63,7.617999999999999,12.382
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.354,0.63,7.617999999999999,12.382
-5.354,0.63,7.087000000000001,12.382
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.354,0.335,7.617999999999999,12.382
-5.354,0.335,7.617999999999999,12.382
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.354,0.335,7.598,12.382
-5.65,0.335,7.617999999999999,12.382
-5.492000000000001,0.49200000000000005,7.48,12.244000000000002
-5.354,0.335,7.598,12.382
-5.354,0.63,7.617999999999999,12.382
-5.492000000000001,0.49200000000000005,7.48,12.244000000000002
-5.354,0.335,7.598,12.382
-5.354,0.335,7.617999999999999,12.382
-5.492000000000001,1.2009999999999998,7.48,13.091
-5.65,0.335,7.598,12.382
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.354,0.335,6.693,12.382
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.354,0.335,7.598,12.382
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.492000000000001,0.49200000000000005,7.48,12.244000000000002
-5.354,0.335,7.617999999999999,12.382
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.354,0.335,7.598,13.228
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.492000000000001,0.49200000000000005,7.48,12.244000000000002
-5.65,0.335,7.598,12.382
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.65,0.335,7.3229999999999995,12.382
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.65,0.335,7.3229999999999995,12.382
-5.65,0.335,7.3229999999999995,12.382
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.65,0.335,7.3229999999999995,12.382
-5.65,0.335,7.3229999999999995,12.382
-5.492000000000001,0.49200000000000005,7.48,12.52
-6.2010000000000005,0.335,7.3229999999999995,12.382
-9.311,0.335,7.598,12.382
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.65,0.335,7.3229999999999995,12.382
-5.65,0.335,5.768,12.382
-5.492000000000001,0.807,7.48,13.937000000000001
-5.65,0.335,7.3229999999999995,12.106
-5.65,0.335,7.3229999999999995,12.106
-5.492000000000001,0.49200000000000005,7.48,12.244000000000002
-5.65,0.335,7.3229999999999995,12.382
-5.65,0.335,7.598,12.106
-5.492000000000001,0.49200000000000005,7.48,12.244000000000002
-5.65,0.335,7.598,12.106
-5.354,0.335,7.598,12.382
-5.492000000000001,0.49200000000000005,7.48,12.264000000000001
-5.65,0.335,7.3229999999999995,12.382
-5.492000000000001,0.49200000000000005,7.48,12.52
-5.492000000000001,0.49200000000000005,7.48,12.264000000000001
-5.65,0.335,7.3229999999999995,12.382
-5.492000000000001,0.49200000000000005,7.48,12.264000000000001
-5.492000000000001,0.49200000000000005,7.48,12.264000000000001
-5.65,0.335,7.3229999999999995,12.382
-9.173,0.49200000000000005,7.48,13.937000000000001
-5.492000000000001,0.49200000000000005,7.48,12.264000000000001
-5.65,0.335,6.22,12.402000000000001
-5.492000000000001,0.49200000000000005,7.48,12.264000000000001
-5.492000000000001,0.49200000000000005,6.063,12.264000000000001
-5.65,0.335,7.598,12.402000000000001
-5.492000000000001,0.49200000000000005,7.48,12.264000000000001
-5.492000000000001,0.49200000000000005,7.48,12.264000000000001
-5.65,0.335,7.3229999999999995,12.402000000000001
-5.492000000000001,0.49200000000000005,7.48,12.539000000000001
-5.492000000000001,0.49200000000000005,7.48,12.539000000000001
-5.65,0.335,7.598,12.402000000000001
-5.492000000000001,0.49200000000000005,7.48,13.937000000000001
-5.492000000000001,0.49200000000000005,7.48,12.264000000000001
-5.65,0.335,7.3229999999999995,12.402000000000001
-5.787000000000001,0.49200000000000005,7.48,12.264000000000001
-5.925,0.335,7.3229999999999995,12.402000000000001
-7.617999999999999,0.335,7.598,12.402000000000001
-5.492000000000001,1.102,7.48,12.539000000000001
-5.65,0.63,7.3229999999999995,12.402000000000001
-5.65,0.335,6.417000000000001,12.402000000000001
-5.492000000000001,0.49200000000000005,7.48,12.264000000000001
-5.354,0.335,7.3229999999999995,12.402000000000001
-5.354,0.335,7.3229999999999995,15.492
-5.492000000000001,0.49200000000000005,7.146,12.539000000000001
-8.169,0.335,7.3229999999999995,12.402000000000001
-5.354,0.63,6.791,12.402000000000001
-5.492000000000001,0.49200000000000005,7.48,12.264000000000001
